route_id,polyline,start_lat,start_lon,end_lat,end_lon,city,road_type_split,intersection_count,curvature_score,distance_km,duration_min,traffic_level,congestion_index,avg_speed_kmph,time_of_day,weekday,elevation_gain_m,elevation_loss_m,avg_slope_pct,last_updated
R000290,,13.043963,80.310637,13.072414,80.254426,Chennai,"{""highway"": 0.32, ""urban"": 0.37, ""local"": 0.31}",10,0.162,14.72,29.33,4,44,30.11,morning,Saturday,66.3,43.2,0.45,2025-11-13T11:00:07.345044
R000291,,17.382209,78.469343,17.340219,78.460289,Hyderabad,"{""highway"": 0.57, ""urban"": 0.34, ""local"": 0.09}",18,0.554,19.36,21.67,3,53,53.6,morning,Thursday,63.3,57.6,0.33,2025-11-13T11:00:07.345069
R000292,,13.058078,80.222849,13.091385,80.301235,Chennai,"{""highway"": 0.58, ""urban"": 0.34, ""local"": 0.08}",57,0.177,51.53,118.84,1,7,26.02,evening,Thursday,137.9,136.3,0.27,2025-11-13T11:00:07.345094
R000293,,13.105141,80.272396,13.032827,80.264472,Chennai,"{""highway"": 0.11, ""urban"": 0.58, ""local"": 0.31}",9,0.865,15.97,21.42,0,54,44.73,evening,Saturday,347.3,102.1,2.17,2025-11-13T11:00:07.345122
R000294,,18.480091,73.863692,18.557174,73.809687,Pune,"{""highway"": 0.03, ""urban"": 0.86, ""local"": 0.11}",14,0.495,12.43,31.51,0,92,23.67,morning,Wednesday,188.3,45.8,1.51,2025-11-13T11:00:07.345147
R000295,,18.524137,73.815084,18.50337,73.882482,Pune,"{""highway"": 0.56, ""urban"": 0.26, ""local"": 0.18}",11,0.851,25.75,73.71,5,36,20.96,afternoon,Saturday,297.4,283.7,1.15,2025-11-13T11:00:07.345172
R000296,,19.105921,72.827735,19.094598,72.893674,Mumbai,"{""highway"": 0.15, ""urban"": 0.52, ""local"": 0.33}",24,0.907,12.09,14.58,4,57,49.75,morning,Wednesday,256.3,71.2,2.12,2025-11-13T11:00:07.345202
R000297,,13.016053,77.553725,12.953661,77.6153,Bengaluru,"{""highway"": 0.08, ""urban"": 0.73, ""local"": 0.19}",78,0.185,33.12,75.2,2,85,26.43,evening,Thursday,206.6,188.9,0.62,2025-11-13T11:00:07.345244
R000298,,12.93268,77.601914,12.924615,77.601065,Bengaluru,"{""highway"": 0.16, ""urban"": 0.39, ""local"": 0.45}",70,0.262,59.0,105.99,0,17,33.4,morning,Thursday,312.5,293.5,0.53,2025-11-13T11:00:07.345290
R000299,,19.081208,72.844261,19.112939,72.924287,Mumbai,"{""highway"": 0.6, ""urban"": 0.39, ""local"": 0.01}",76,0.486,44.34,143.47,2,52,18.54,afternoon,Wednesday,126.7,102.9,0.29,2025-11-13T11:00:07.345338
R000300,,28.579255,77.211537,28.642456,77.163932,Delhi,"{""highway"": 0.41, ""urban"": 0.54, ""local"": 0.05}",46,0.827,15.74,41.5,4,94,22.76,morning,Wednesday,279.3,161.9,1.77,2025-11-13T11:00:07.345378
R000301,,13.130476,80.257368,13.034908,80.260046,Chennai,"{""highway"": 0.13, ""urban"": 0.4, ""local"": 0.47}",92,0.248,35.57,48.54,5,5,43.97,afternoon,Monday,103.7,84.1,0.29,2025-11-13T11:00:07.345403
R000302,,13.007943,77.567487,13.007225,77.630099,Bengaluru,"{""highway"": 0.4, ""urban"": 0.39, ""local"": 0.21}",49,0.545,24.58,39.46,0,40,37.37,afternoon,Monday,199.2,49.8,0.81,2025-11-13T11:00:07.345430
R000303,,18.553905,73.807001,18.53886,73.83533,Pune,"{""highway"": 0.22, ""urban"": 0.34, ""local"": 0.44}",3,0.38,19.03,23.56,5,30,48.46,evening,Saturday,50.5,27.0,0.27,2025-11-13T11:00:07.345455
R000304,,17.386159,78.469342,17.353581,78.510595,Hyderabad,"{""highway"": 0.19, ""urban"": 0.71, ""local"": 0.1}",29,0.005,12.76,18.31,3,68,41.81,afternoon,Wednesday,19.7,0.0,0.15,2025-11-13T11:00:07.345481
R000305,,18.529052,73.881514,18.481752,73.825092,Pune,"{""highway"": 0.29, ""urban"": 0.65, ""local"": 0.06}",84,0.052,51.22,76.29,5,62,40.28,afternoon,Wednesday,63.7,18.9,0.12,2025-11-13T11:00:07.345505
R000306,,12.943033,77.585844,12.933967,77.545321,Bengaluru,"{""highway"": 0.29, ""urban"": 0.57, ""local"": 0.14}",36,0.84,32.44,69.98,0,85,27.81,afternoon,Sunday,235.4,218.0,0.73,2025-11-13T11:00:07.345536
R000307,,28.564082,77.202909,28.590617,77.196023,Delhi,"{""highway"": 0.11, ""urban"": 0.69, ""local"": 0.2}",81,0.751,42.42,48.72,1,54,52.24,afternoon,Sunday,13.5,6.6,0.03,2025-11-13T11:00:07.345564
R000308,,19.053236,72.908342,19.033389,72.900577,Mumbai,"{""highway"": 0.09, ""urban"": 0.31, ""local"": 0.6}",58,0.5,44.25,141.37,5,51,18.78,morning,Sunday,64.5,47.9,0.15,2025-11-13T11:00:07.345598
R000309,,28.603778,77.184955,28.573173,77.2284,Delhi,"{""highway"": 0.39, ""urban"": 0.27, ""local"": 0.34}",28,0.749,21.07,29.1,1,86,43.44,afternoon,Friday,148.5,8.3,0.7,2025-11-13T11:00:07.345624
R000310,,13.086412,80.247296,13.065227,80.256679,Chennai,"{""highway"": 0.42, ""urban"": 0.41, ""local"": 0.17}",47,0.442,18.38,68.82,1,32,16.02,morning,Saturday,337.3,13.2,1.84,2025-11-13T11:00:07.345824
R000311,,19.027089,72.898819,19.125235,72.917774,Mumbai,"{""highway"": 0.51, ""urban"": 0.27, ""local"": 0.22}",84,0.219,57.94,87.28,2,90,39.83,evening,Friday,17.6,8.0,0.03,2025-11-13T11:00:07.346057
R000312,,13.126598,80.305316,13.0878,80.317099,Chennai,"{""highway"": 0.57, ""urban"": 0.3, ""local"": 0.13}",81,0.687,42.31,74.58,1,85,34.04,afternoon,Friday,165.3,20.2,0.39,2025-11-13T11:00:07.346123
R000313,,19.03229,72.862079,19.036398,72.927314,Mumbai,"{""highway"": 0.28, ""urban"": 0.32, ""local"": 0.4}",21,0.642,7.27,15.05,1,11,28.98,evening,Sunday,312.5,184.0,4.3,2025-11-13T11:00:07.346165
R000314,,12.965323,77.617514,12.968427,77.625372,Bengaluru,"{""highway"": 0.68, ""urban"": 0.25, ""local"": 0.07}",10,0.506,6.6,12.62,1,25,31.38,evening,Thursday,167.6,79.4,2.54,2025-11-13T11:00:07.346193
R000315,,19.105292,72.895213,19.104215,72.865652,Mumbai,"{""highway"": 0.38, ""urban"": 0.22, ""local"": 0.4}",70,0.538,49.76,111.01,2,91,26.89,afternoon,Monday,262.3,150.3,0.53,2025-11-13T11:00:07.346243
R000316,,13.084522,80.260415,13.101141,80.236166,Chennai,"{""highway"": 0.25, ""urban"": 0.54, ""local"": 0.21}",54,0.915,37.1,68.41,0,86,32.54,afternoon,Saturday,239.8,68.7,0.65,2025-11-13T11:00:07.346280
R000317,,18.471306,73.827979,18.569489,73.856991,Pune,"{""highway"": 0.6, ""urban"": 0.2, ""local"": 0.2}",25,0.373,21.3,21.56,4,41,59.28,afternoon,Saturday,37.4,28.6,0.18,2025-11-13T11:00:07.346306
R000318,,17.43209,78.525546,17.399454,78.533291,Hyderabad,"{""highway"": 0.11, ""urban"": 0.67, ""local"": 0.22}",20,0.51,9.57,18.92,0,77,30.35,morning,Saturday,194.2,81.7,2.03,2025-11-13T11:00:07.346338
R000319,,13.131346,80.283275,13.079557,80.28516,Chennai,"{""highway"": 0.63, ""urban"": 0.34, ""local"": 0.03}",56,0.636,29.02,72.95,2,6,23.87,morning,Friday,208.5,55.9,0.72,2025-11-13T11:00:07.346377
R000320,,28.645035,77.257986,28.605862,77.175022,Delhi,"{""highway"": 0.45, ""urban"": 0.3, ""local"": 0.25}",3,0.068,19.43,31.55,2,83,36.95,afternoon,Wednesday,238.2,210.9,1.23,2025-11-13T11:00:07.346404
R000321,,28.612633,77.178949,28.606316,77.253593,Delhi,"{""highway"": 0.53, ""urban"": 0.39, ""local"": 0.08}",71,0.927,31.69,69.61,2,69,27.32,morning,Thursday,227.2,167.3,0.72,2025-11-13T11:00:07.346432
R000322,,13.100834,80.237422,13.115059,80.247847,Chennai,"{""highway"": 0.52, ""urban"": 0.23, ""local"": 0.25}",20,0.316,9.32,18.42,5,43,30.36,morning,Wednesday,226.7,74.8,2.43,2025-11-13T11:00:07.346470
R000323,,12.93466,77.62434,12.964684,77.585307,Bengaluru,"{""highway"": 0.1, ""urban"": 0.53, ""local"": 0.37}",25,0.666,13.38,24.29,5,95,33.05,morning,Saturday,273.2,189.8,2.04,2025-11-13T11:00:07.346718
R000324,,18.484984,73.888736,18.569929,73.851863,Pune,"{""highway"": 0.64, ""urban"": 0.3, ""local"": 0.06}",12,0.934,18.47,31.66,3,59,35.0,morning,Thursday,164.7,105.6,0.89,2025-11-13T11:00:07.346780
R000325,,12.983163,77.595945,12.984172,77.609367,Bengaluru,"{""highway"": 0.36, ""urban"": 0.46, ""local"": 0.18}",47,0.114,37.61,82.78,2,38,27.26,morning,Tuesday,297.1,40.7,0.79,2025-11-13T11:00:07.346997
R000326,,13.057839,80.243687,13.051596,80.22284,Chennai,"{""highway"": 0.2, ""urban"": 0.29, ""local"": 0.51}",98,0.616,35.03,47.74,2,13,44.03,afternoon,Friday,41.8,26.2,0.12,2025-11-13T11:00:07.347070
R000327,,17.383104,78.495624,17.341366,78.458367,Hyderabad,"{""highway"": 0.2, ""urban"": 0.57, ""local"": 0.23}",139,0.346,48.32,120.28,1,7,24.1,evening,Wednesday,105.0,3.3,0.22,2025-11-13T11:00:07.347125
R000328,,13.062282,80.261,13.070801,80.232075,Chennai,"{""highway"": 0.53, ""urban"": 0.38, ""local"": 0.09}",4,0.913,1.82,2.32,2,17,47.07,morning,Tuesday,183.7,146.3,10.09,2025-11-13T11:00:07.347191
R000329,,18.503747,73.852481,18.499623,73.886786,Pune,"{""highway"": 0.14, ""urban"": 0.55, ""local"": 0.31}",17,0.35,59.63,98.41,2,45,36.36,afternoon,Wednesday,273.9,71.5,0.46,2025-11-13T11:00:07.347257
R000330,,28.639177,77.193658,28.648654,77.24086,Delhi,"{""highway"": 0.07, ""urban"": 0.27, ""local"": 0.66}",14,0.489,26.72,63.74,3,52,25.15,morning,Saturday,212.7,89.9,0.8,2025-11-13T11:00:07.347309
R000331,,19.114955,72.915274,19.058574,72.915046,Mumbai,"{""highway"": 0.66, ""urban"": 0.29, ""local"": 0.05}",6,0.524,54.74,122.46,1,63,26.82,evening,Monday,288.7,92.2,0.53,2025-11-13T11:00:07.347360
R000332,,18.524566,73.899477,18.557145,73.860918,Pune,"{""highway"": 0.22, ""urban"": 0.51, ""local"": 0.27}",34,0.285,33.41,95.27,1,9,21.04,morning,Tuesday,180.9,20.1,0.54,2025-11-13T11:00:07.347409
R000333,,13.033834,80.306201,13.131352,80.291522,Chennai,"{""highway"": 0.41, ""urban"": 0.42, ""local"": 0.17}",6,0.301,2.15,2.7,2,65,47.78,afternoon,Tuesday,123.8,114.1,5.76,2025-11-13T11:00:07.347484
R000334,,13.12847,80.31309,13.118049,80.293266,Chennai,"{""highway"": 0.11, ""urban"": 0.64, ""local"": 0.25}",101,0.306,34.62,80.52,1,51,25.8,afternoon,Tuesday,276.2,192.8,0.8,2025-11-13T11:00:07.347545
R000335,,19.088765,72.871371,19.11141,72.868287,Mumbai,"{""highway"": 0.2, ""urban"": 0.6, ""local"": 0.2}",28,0.241,9.58,18.93,4,57,30.36,afternoon,Saturday,48.7,36.2,0.51,2025-11-13T11:00:07.347577
R000336,,13.093995,80.227089,13.040596,80.24524,Chennai,"{""highway"": 0.36, ""urban"": 0.42, ""local"": 0.22}",79,0.244,35.95,84.04,5,81,25.67,morning,Monday,93.3,55.1,0.26,2025-11-13T11:00:07.347607
R000337,,19.086194,72.887637,19.0708,72.916688,Mumbai,"{""highway"": 0.26, ""urban"": 0.33, ""local"": 0.41}",19,0.671,46.85,75.69,0,37,37.14,afternoon,Friday,77.6,16.0,0.17,2025-11-13T11:00:07.347636
R000338,,28.648325,77.187116,28.615884,77.253274,Delhi,"{""highway"": 0.13, ""urban"": 0.43, ""local"": 0.44}",5,0.028,1.68,1.8,3,80,56.0,morning,Wednesday,214.4,84.0,12.76,2025-11-13T11:00:07.347667
R000339,,13.047969,80.227519,13.1137,80.23619,Chennai,"{""highway"": 0.62, ""urban"": 0.36, ""local"": 0.02}",33,0.584,40.82,68.97,2,32,35.51,evening,Sunday,296.4,124.8,0.73,2025-11-13T11:00:07.347696
R000340,,18.552067,73.816433,18.496422,73.87283,Pune,"{""highway"": 0.08, ""urban"": 0.59, ""local"": 0.33}",47,0.033,53.91,187.98,4,62,17.21,afternoon,Tuesday,263.6,103.5,0.49,2025-11-13T11:00:07.347725
R000341,,17.413104,78.536419,17.412034,78.453091,Hyderabad,"{""highway"": 0.33, ""urban"": 0.57, ""local"": 0.1}",177,0.987,59.08,156.17,4,57,22.7,morning,Tuesday,150.6,103.3,0.25,2025-11-13T11:00:07.347754
R000342,,13.04167,80.287121,13.053313,80.259558,Chennai,"{""highway"": 0.49, ""urban"": 0.21, ""local"": 0.3}",68,0.861,51.29,120.97,3,34,25.44,afternoon,Thursday,261.1,37.4,0.51,2025-11-13T11:00:07.347795
R000343,,17.374512,78.496245,17.428351,78.45642,Hyderabad,"{""highway"": 0.68, ""urban"": 0.25, ""local"": 0.07}",40,0.73,57.25,184.53,1,8,18.61,afternoon,Friday,60.2,17.2,0.11,2025-11-13T11:00:07.347971
R000344,,19.037542,72.861138,19.09588,72.87813,Mumbai,"{""highway"": 0.49, ""urban"": 0.45, ""local"": 0.06}",9,0.332,32.96,63.43,5,76,31.18,morning,Sunday,52.1,5.2,0.16,2025-11-13T11:00:07.348035
R000345,,18.567618,73.870259,18.555845,73.835424,Pune,"{""highway"": 0.0, ""urban"": 0.66, ""local"": 0.34}",72,0.3,30.41,75.77,3,56,24.08,afternoon,Thursday,284.2,32.1,0.93,2025-11-13T11:00:07.348070
R000346,,19.040131,72.876916,19.086877,72.87774,Mumbai,"{""highway"": 0.62, ""urban"": 0.35, ""local"": 0.03}",66,0.17,28.0,33.22,0,13,50.57,morning,Friday,127.0,50.5,0.45,2025-11-13T11:00:07.348469
R000347,,19.031957,72.851058,19.043412,72.874954,Mumbai,"{""highway"": 0.37, ""urban"": 0.43, ""local"": 0.2}",4,0.105,8.49,8.49,3,64,60.0,evening,Wednesday,75.9,60.8,0.89,2025-11-13T11:00:07.348528
R000348,,17.383111,78.440913,17.342906,78.47839,Hyderabad,"{""highway"": 0.41, ""urban"": 0.39, ""local"": 0.2}",126,0.269,42.7,123.38,4,7,20.77,afternoon,Tuesday,302.4,8.8,0.71,2025-11-13T11:00:07.348593
R000349,,12.938395,77.620704,12.925004,77.548048,Bengaluru,"{""highway"": 0.27, ""urban"": 0.65, ""local"": 0.08}",28,0.227,20.06,45.23,1,75,26.61,afternoon,Tuesday,169.3,42.9,0.84,2025-11-13T11:00:07.348639
R000350,,19.081773,72.913743,19.040699,72.891663,Mumbai,"{""highway"": 0.28, ""urban"": 0.38, ""local"": 0.34}",33,0.312,29.08,64.66,0,43,26.98,evening,Tuesday,214.2,30.4,0.74,2025-11-13T11:00:07.348668
R000351,,12.97046,77.566042,12.992206,77.556098,Bengaluru,"{""highway"": 0.13, ""urban"": 0.79, ""local"": 0.08}",46,0.781,47.4,65.61,4,90,43.35,morning,Saturday,224.8,75.7,0.47,2025-11-13T11:00:07.348698
R000352,,12.967511,77.640464,12.980971,77.62591,Bengaluru,"{""highway"": 0.2, ""urban"": 0.46, ""local"": 0.34}",49,0.672,23.59,76.75,0,39,18.44,afternoon,Sunday,202.7,102.8,0.86,2025-11-13T11:00:07.348738
R000353,,13.11627,80.231469,13.116742,80.238531,Chennai,"{""highway"": 0.03, ""urban"": 0.82, ""local"": 0.15}",69,0.184,39.65,59.81,3,78,39.78,afternoon,Saturday,333.0,210.8,0.84,2025-11-13T11:00:07.348768
R000354,,18.566168,73.855233,18.559804,73.862434,Pune,"{""highway"": 0.31, ""urban"": 0.58, ""local"": 0.11}",2,0.463,6.36,10.09,0,49,37.82,afternoon,Friday,188.5,116.3,2.96,2025-11-13T11:00:07.348819
R000355,,28.641522,77.185027,28.645967,77.222332,Delhi,"{""highway"": 0.06, ""urban"": 0.63, ""local"": 0.31}",133,0.349,54.59,111.35,1,90,29.42,morning,Friday,3.7,1.9,0.01,2025-11-13T11:00:07.348859
R000356,,28.58014,77.205596,28.624476,77.242313,Delhi,"{""highway"": 0.68, ""urban"": 0.3, ""local"": 0.02}",14,0.66,18.22,30.46,2,83,35.89,afternoon,Tuesday,145.6,1.1,0.8,2025-11-13T11:00:07.348888
R000357,,28.606486,77.233237,28.618789,77.227836,Delhi,"{""highway"": 0.41, ""urban"": 0.41, ""local"": 0.18}",62,0.565,40.5,83.96,1,51,28.94,afternoon,Saturday,291.7,237.7,0.72,2025-11-13T11:00:07.348923
R000358,,13.060181,80.261314,13.050273,80.225413,Chennai,"{""highway"": 0.15, ""urban"": 0.48, ""local"": 0.37}",56,0.031,34.93,70.5,3,43,29.73,morning,Wednesday,196.8,119.8,0.56,2025-11-13T11:00:07.348952
R000359,,13.10441,80.319996,13.106571,80.273551,Chennai,"{""highway"": 0.21, ""urban"": 0.59, ""local"": 0.2}",76,0.889,35.22,108.22,1,80,19.53,afternoon,Monday,23.6,3.8,0.07,2025-11-13T11:00:07.348981
R000360,,18.513442,73.864201,18.562609,73.864153,Pune,"{""highway"": 0.54, ""urban"": 0.34, ""local"": 0.12}",15,0.055,9.63,11.43,5,16,50.55,evening,Friday,115.0,9.4,1.19,2025-11-13T11:00:07.349010
R000361,,13.03474,80.313163,13.106823,80.282606,Chennai,"{""highway"": 0.48, ""urban"": 0.38, ""local"": 0.14}",46,0.451,36.82,96.53,2,98,22.89,afternoon,Friday,120.1,14.5,0.33,2025-11-13T11:00:07.349058
R000362,,28.635855,77.21894,28.634608,77.172915,Delhi,"{""highway"": 0.04, ""urban"": 0.29, ""local"": 0.67}",6,0.99,20.77,56.69,4,40,21.98,morning,Sunday,16.7,0.1,0.08,2025-11-13T11:00:07.349095
R000363,,13.096418,80.229384,13.108378,80.23922,Chennai,"{""highway"": 0.02, ""urban"": 0.66, ""local"": 0.32}",8,0.118,7.29,20.67,5,20,21.16,morning,Wednesday,283.3,38.2,3.89,2025-11-13T11:00:07.349122
R000364,,19.097311,72.878565,19.102742,72.828914,Mumbai,"{""highway"": 0.5, ""urban"": 0.3, ""local"": 0.2}",13,0.633,7.21,11.49,0,13,37.65,afternoon,Tuesday,103.0,77.5,1.43,2025-11-13T11:00:07.349156
R000365,,17.389856,78.451426,17.39775,78.457428,Hyderabad,"{""highway"": 0.17, ""urban"": 0.38, ""local"": 0.45}",6,0.037,12.71,28.34,3,61,26.91,evening,Sunday,32.1,21.5,0.25,2025-11-13T11:00:07.349192
R000366,,12.99311,77.600249,12.930103,77.629716,Bengaluru,"{""highway"": 0.44, ""urban"": 0.23, ""local"": 0.33}",16,0.59,48.07,118.29,3,52,24.38,evening,Saturday,156.0,141.6,0.32,2025-11-13T11:00:07.349238
R000367,,12.982697,77.571285,13.011532,77.630752,Bengaluru,"{""highway"": 0.13, ""urban"": 0.53, ""local"": 0.34}",19,0.558,11.39,21.76,4,67,31.41,afternoon,Monday,50.4,32.4,0.44,2025-11-13T11:00:07.349265
R000368,,18.488665,73.877987,18.514137,73.875498,Pune,"{""highway"": 0.02, ""urban"": 0.51, ""local"": 0.47}",6,0.623,3.26,6.18,3,89,31.65,afternoon,Wednesday,107.7,22.0,3.3,2025-11-13T11:00:07.349299
R000369,,12.991773,77.555779,12.987089,77.596239,Bengaluru,"{""highway"": 0.59, ""urban"": 0.34, ""local"": 0.07}",24,0.896,25.55,32.28,4,10,47.49,afternoon,Tuesday,212.8,15.3,0.83,2025-11-13T11:00:07.349330
R000370,,28.608354,77.183758,28.599448,77.213971,Delhi,"{""highway"": 0.12, ""urban"": 0.64, ""local"": 0.24}",39,0.515,16.58,33.84,0,35,29.4,afternoon,Thursday,332.4,86.6,2.0,2025-11-13T11:00:07.349362
R000371,,17.349493,78.480216,17.342301,78.445655,Hyderabad,"{""highway"": 0.65, ""urban"": 0.32, ""local"": 0.03}",40,0.55,22.48,62.11,3,85,21.72,evening,Sunday,336.4,111.8,1.5,2025-11-13T11:00:07.349389
R000372,,13.06898,80.264645,13.106475,80.263642,Chennai,"{""highway"": 0.21, ""urban"": 0.25, ""local"": 0.54}",8,0.155,6.65,24.05,3,53,16.59,morning,Sunday,165.4,162.4,2.49,2025-11-13T11:00:07.349418
R000373,,28.570537,77.229976,28.608345,77.199545,Delhi,"{""highway"": 0.25, ""urban"": 0.29, ""local"": 0.46}",42,0.729,25.67,38.52,5,26,39.98,morning,Saturday,249.1,30.9,0.97,2025-11-13T11:00:07.349444
R000374,,19.089844,72.9193,19.064185,72.847673,Mumbai,"{""highway"": 0.28, ""urban"": 0.52, ""local"": 0.2}",23,0.453,11.09,42.98,1,55,15.48,afternoon,Wednesday,235.7,94.5,2.13,2025-11-13T11:00:07.349469
R000375,,17.391863,78.503308,17.420256,78.510292,Hyderabad,"{""highway"": 0.17, ""urban"": 0.62, ""local"": 0.21}",123,0.13,47.5,59.83,0,54,47.63,afternoon,Tuesday,41.6,4.1,0.09,2025-11-13T11:00:07.349494
R000376,,12.996434,77.633519,12.97598,77.601456,Bengaluru,"{""highway"": 0.52, ""urban"": 0.27, ""local"": 0.21}",7,0.925,10.54,18.72,2,20,33.78,afternoon,Sunday,57.7,46.0,0.55,2025-11-13T11:00:07.349528
R000377,,13.0114,77.545848,12.946944,77.59762,Bengaluru,"{""highway"": 0.25, ""urban"": 0.58, ""local"": 0.17}",105,0.303,48.0,109.17,3,67,26.38,morning,Sunday,168.4,53.7,0.35,2025-11-13T11:00:07.349563
R000378,,28.580341,77.170761,28.598442,77.210104,Delhi,"{""highway"": 0.54, ""urban"": 0.29, ""local"": 0.17}",48,0.243,57.88,110.08,4,14,31.55,afternoon,Wednesday,235.7,102.6,0.41,2025-11-13T11:00:07.349589
R000379,,13.008957,77.577932,12.925602,77.605181,Bengaluru,"{""highway"": 0.56, ""urban"": 0.25, ""local"": 0.19}",67,0.282,32.32,46.66,5,39,41.56,afternoon,Tuesday,136.0,110.0,0.42,2025-11-13T11:00:07.349619
R000380,,12.979796,77.640924,12.938337,77.567001,Bengaluru,"{""highway"": 0.18, ""urban"": 0.69, ""local"": 0.13}",130,0.833,53.25,81.07,3,91,39.41,afternoon,Sunday,270.0,53.5,0.51,2025-11-13T11:00:07.349656
R000381,,28.588741,77.249006,28.605599,77.25211,Delhi,"{""highway"": 0.42, ""urban"": 0.55, ""local"": 0.03}",7,0.384,4.62,11.73,4,63,23.63,morning,Tuesday,246.9,71.6,5.34,2025-11-13T11:00:07.349870
R000382,,18.516108,73.811728,18.48098,73.851119,Pune,"{""highway"": 0.05, ""urban"": 0.6, ""local"": 0.35}",8,0.384,22.64,34.42,1,32,39.47,morning,Tuesday,198.6,162.9,0.88,2025-11-13T11:00:07.349933
R000383,,18.522617,73.870927,18.473987,73.826548,Pune,"{""highway"": 0.01, ""urban"": 0.5, ""local"": 0.49}",23,0.637,22.61,35.74,2,71,37.96,afternoon,Thursday,42.1,10.0,0.19,2025-11-13T11:00:07.349987
R000384,,17.424272,78.536115,17.359838,78.451943,Hyderabad,"{""highway"": 0.55, ""urban"": 0.23, ""local"": 0.22}",26,0.719,12.75,35.12,4,26,21.78,evening,Saturday,325.8,19.1,2.56,2025-11-13T11:00:07.350019
R000385,,13.08523,80.295475,13.041396,80.245547,Chennai,"{""highway"": 0.08, ""urban"": 0.51, ""local"": 0.41}",58,0.434,45.19,58.57,4,94,46.29,afternoon,Friday,166.8,87.6,0.37,2025-11-13T11:00:07.350052
R000386,,12.960712,77.563282,12.925851,77.598314,Bengaluru,"{""highway"": 0.27, ""urban"": 0.66, ""local"": 0.07}",38,0.08,15.55,17.99,3,90,51.86,afternoon,Friday,16.1,13.2,0.1,2025-11-13T11:00:07.350089
R000387,,17.387625,78.504901,17.379699,78.522313,Hyderabad,"{""highway"": 0.08, ""urban"": 0.76, ""local"": 0.16}",2,0.724,1.26,3.18,2,91,23.77,afternoon,Saturday,56.1,40.0,4.45,2025-11-13T11:00:07.350115
R000388,,13.00857,77.627466,12.945101,77.546951,Bengaluru,"{""highway"": 0.51, ""urban"": 0.33, ""local"": 0.16}",5,0.961,1.98,3.09,1,46,38.45,evening,Saturday,73.5,28.3,3.71,2025-11-13T11:00:07.350164
R000389,,18.4705,73.879121,18.528921,73.887729,Pune,"{""highway"": 0.03, ""urban"": 0.49, ""local"": 0.48}",6,0.734,12.92,20.96,1,77,36.98,evening,Tuesday,296.4,122.5,2.29,2025-11-13T11:00:07.350384
R000390,,13.103014,80.320165,13.123282,80.242718,Chennai,"{""highway"": 0.61, ""urban"": 0.22, ""local"": 0.17}",26,0.285,51.46,172.64,2,17,17.88,afternoon,Wednesday,36.5,0.2,0.07,2025-11-13T11:00:07.350440
R000391,,28.593048,77.186367,28.654905,77.232737,Delhi,"{""highway"": 0.39, ""urban"": 0.34, ""local"": 0.27}",36,0.069,18.46,19.0,5,56,58.29,morning,Friday,274.3,224.0,1.49,2025-11-13T11:00:07.350484
R000392,,17.430272,78.441538,17.430361,78.462859,Hyderabad,"{""highway"": 0.36, ""urban"": 0.54, ""local"": 0.1}",16,0.952,46.59,67.31,0,76,41.53,morning,Friday,167.3,150.0,0.36,2025-11-13T11:00:07.350657
R000393,,17.406404,78.480963,17.380119,78.504875,Hyderabad,"{""highway"": 0.32, ""urban"": 0.6, ""local"": 0.08}",35,0.727,15.77,50.69,0,58,18.67,afternoon,Friday,186.1,44.4,1.18,2025-11-13T11:00:07.350741
R000394,,17.341366,78.495833,17.402658,78.440951,Hyderabad,"{""highway"": 0.28, ""urban"": 0.33, ""local"": 0.39}",80,0.59,50.12,138.22,3,5,21.76,morning,Tuesday,276.6,168.5,0.55,2025-11-13T11:00:07.350775
R000395,,12.975324,77.597781,12.950039,77.566843,Bengaluru,"{""highway"": 0.13, ""urban"": 0.55, ""local"": 0.32}",5,0.615,6.71,12.97,3,98,31.04,morning,Saturday,94.2,28.3,1.4,2025-11-13T11:00:07.350803
R000396,,19.057099,72.856055,19.090027,72.911889,Mumbai,"{""highway"": 0.6, ""urban"": 0.27, ""local"": 0.13}",4,0.087,11.91,28.49,4,61,25.08,evening,Saturday,271.3,226.6,2.28,2025-11-13T11:00:07.350830
R000397,,19.05145,72.850546,19.10601,72.85734,Mumbai,"{""highway"": 0.39, ""urban"": 0.3, ""local"": 0.31}",19,0.409,24.14,45.24,5,59,32.02,evening,Friday,154.4,107.8,0.64,2025-11-13T11:00:07.350887
R000398,,17.35704,78.459999,17.340743,78.464474,Hyderabad,"{""highway"": 0.09, ""urban"": 0.76, ""local"": 0.15}",6,0.075,18.29,38.15,1,17,28.77,morning,Friday,137.3,52.4,0.75,2025-11-13T11:00:07.350918
R000399,,17.386398,78.444802,17.429553,78.531545,Hyderabad,"{""highway"": 0.31, ""urban"": 0.66, ""local"": 0.03}",140,0.931,53.8,76.5,1,77,42.2,afternoon,Friday,168.0,114.4,0.31,2025-11-13T11:00:07.350956
R000400,,12.974925,77.548103,12.97128,77.600504,Bengaluru,"{""highway"": 0.14, ""urban"": 0.68, ""local"": 0.18}",4,0.327,11.23,19.95,3,64,33.77,morning,Tuesday,101.4,72.6,0.9,2025-11-13T11:00:07.350983
R000401,,19.035418,72.855617,19.112004,72.864124,Mumbai,"{""highway"": 0.19, ""urban"": 0.57, ""local"": 0.24}",73,0.119,36.93,74.08,0,98,29.91,afternoon,Sunday,311.2,115.5,0.84,2025-11-13T11:00:07.351009
