trip_id,assignment_id,driver_id,vehicle_id,route_id,start_time,end_time,distance_km,duration_min,fuel_before_l,fuel_after_l,fuel_used_l,co2_kg,avg_speed_kmph,stop_count,anomaly_flag,geo_trace,created_at
T000147,A000412,d0009,v0115,R001064,2025-11-18T14:45:00,2025-11-18T15:04:00,7.81,19,49.01,20.33,1.486,2.823,24.66,19,False,[],2025-11-13T11:09:24.374027
T000148,A000420,d0173,v0012,R000997,2025-11-18T16:45:00,2025-11-18T19:27:00,54.14,162,56.88,32.84,18.609,35.357,20.05,105,False,[],2025-11-13T11:09:24.375287
T000149,A000053,d0181,v0088,R000345,2025-11-14T21:00:00,2025-11-14T22:18:00,30.41,78,53.32,30.86,4.984,11.513,23.39,72,False,[],2025-11-13T11:09:24.376546
T000150,A000368,d0148,v0083,R001162,2025-11-18T03:45:00,2025-11-18T04:01:00,6.69,16,21.09,23.63,1.911,4.414,25.09,10,False,[],2025-11-13T11:09:24.377804
T000151,A000383,d0036,v0140,R001142,2025-11-18T07:30:00,2025-11-18T08:10:00,22.33,40,44.46,19.46,2.456,5.673,33.49,14,False,[],2025-11-13T11:09:24.379068
T000152,A000408,d0085,v0112,R000453,2025-11-18T13:45:00,2025-11-18T15:49:00,55.83,124,54.6,14.32,11.59,26.773,27.01,74,False,[],2025-11-13T11:09:24.380354
T000153,A000325,d0064,v0073,R000391,2025-11-17T17:00:00,2025-11-17T17:19:00,18.46,19,29.62,17.65,2.683,5.098,58.29,36,False,[],2025-11-13T11:09:24.381623
T000154,A000299,d0120,v0089,R000501,2025-11-17T10:30:00,2025-11-17T12:03:00,45.0,93,34.88,23.67,11.468,26.491,29.03,117,False,[],2025-11-13T11:09:24.382889
T000155,A000319,d0193,v0148,R000454,2025-11-17T15:30:00,2025-11-17T16:15:00,26.45,45,29.74,35.32,4.735,8.997,35.27,47,False,[],2025-11-13T11:09:24.384209
T000156,A000446,d0157,v0093,R000403,2025-11-18T23:15:00,2025-11-18T23:23:00,6.85,8,43.86,36.81,1.611,3.721,51.38,8,False,[],2025-11-13T11:09:24.385585
T000157,A000102,d0004,v0008,R000785,2025-11-15T09:15:00,2025-11-15T11:37:00,54.34,142,34.32,17.47,12.255,28.309,22.96,122,False,[],2025-11-13T11:09:24.386862
T000158,A000082,d0115,v0090,R001063,2025-11-15T04:15:00,2025-11-15T04:38:00,6.4,23,31.75,18.2,0.877,1.666,16.7,10,False,[],2025-11-13T11:09:24.388285
T000159,A000095,d0096,v0149,R000841,2025-11-15T07:30:00,2025-11-15T07:53:00,16.19,23,20.83,15.76,2.859,5.432,42.23,32,False,[],2025-11-13T11:09:24.389735
T000160,A000151,d0001,v0035,R000204,2025-11-15T21:30:00,2025-11-15T23:59:00,55.6,149,38.33,17.53,14.068,37.702,22.39,125,False,[],2025-11-13T11:09:24.390971
T000161,A000025,d0050,v0018,R000653,2025-11-14T14:00:00,2025-11-14T14:54:00,28.99,54,53.94,32.28,3.986,9.208,32.21,65,False,[],2025-11-13T11:09:24.392219
T000162,A000398,d0103,v0027,R000222,2025-11-18T11:15:00,2025-11-18T12:26:00,38.22,71,56.59,36.78,6.135,16.442,32.3,106,False,[],2025-11-13T11:09:24.393461
T000163,A000372,d0119,v0033,R000360,2025-11-18T04:45:00,2025-11-18T04:56:00,9.63,11,48.81,23.14,0.738,1.402,52.53,15,False,[],2025-11-13T11:09:24.394730
T000164,A000459,d0036,v0020,R000832,2025-11-19T02:30:00,2025-11-19T02:33:00,2.21,3,35.0,38.38,0.282,0.536,44.2,4,False,[],2025-11-13T11:09:24.395923
T000165,A000258,d0111,v0009,R000662,2025-11-17T00:15:00,2025-11-17T01:30:00,36.06,75,45.13,25.18,4.032,10.806,28.85,69,False,[],2025-11-13T11:09:24.397155
T000166,A000063,d0021,v0023,R000227,2025-11-14T23:30:00,2025-11-14T23:55:00,13.37,25,58.23,34.5,4.132,9.545,32.09,24,False,[],2025-11-13T11:09:24.398357
T000167,A000133,d0029,v0150,R000783,2025-11-15T17:00:00,2025-11-15T18:26:00,31.47,86,21.65,12.86,7.824,20.968,21.96,91,False,[],2025-11-13T11:09:24.399883
T000168,A000152,d0017,v0081,R000881,2025-11-15T21:45:00,2025-11-15T23:23:00,46.41,98,54.81,31.29,8.931,16.969,28.41,93,False,[],2025-11-13T11:09:24.401268
T000169,A000129,d0199,v0101,R000426,2025-11-15T16:00:00,2025-11-15T17:44:00,56.08,104,44.44,38.75,6.455,14.911,32.35,162,False,[],2025-11-13T11:09:24.402729
T000170,A000130,d0025,v0040,R000535,2025-11-15T16:15:00,2025-11-15T18:14:00,34.07,119,27.35,38.54,4.969,13.317,17.18,4,False,[],2025-11-13T11:09:24.404091
T000171,A000432,d0086,v0032,R001142,2025-11-18T19:45:00,2025-11-18T20:18:00,22.33,33,51.54,14.36,7.401,19.835,40.6,14,False,[],2025-11-13T11:09:24.405364
T000172,A000341,d0092,v0098,R001053,2025-11-17T21:00:00,2025-11-17T22:09:00,54.21,69,53.74,22.21,9.024,24.184,47.14,149,False,[],2025-11-13T11:09:24.406639
T000173,A000029,d0011,v0088,R000923,2025-11-14T15:00:00,2025-11-14T16:11:00,22.24,71,34.06,29.75,2.753,6.359,18.79,21,False,[],2025-11-13T11:09:24.407950
T000174,A000328,d0084,v0014,R000438,2025-11-17T17:45:00,2025-11-17T18:56:00,40.61,71,23.26,31.61,5.95,13.744,34.32,102,False,[],2025-11-13T11:09:24.409302
T000175,A000192,d0069,v0135,R000853,2025-11-16T07:45:00,2025-11-16T08:12:00,6.36,27,43.97,16.62,2.237,5.167,14.13,16,False,[],2025-11-13T11:09:24.410615
T000176,A000066,d0125,v0119,R000398,2025-11-15T00:15:00,2025-11-15T01:01:00,18.29,46,47.02,22.55,3.218,6.114,23.86,6,False,[],2025-11-13T11:09:24.411890
T000177,A000364,d0136,v0090,R000024,2025-11-18T02:45:00,2025-11-18T03:09:00,16.39,24,57.98,30.09,1.442,2.74,40.98,41,False,[],2025-11-13T11:09:24.413228
T000178,A000091,d0200,v0052,R001132,2025-11-15T06:30:00,2025-11-15T06:52:00,14.01,22,57.62,29.12,4.908,9.325,38.21,31,False,[],2025-11-13T11:09:24.414859
T000179,A000274,d0169,v0019,R000294,2025-11-17T04:15:00,2025-11-17T04:45:00,12.43,30,39.61,20.58,1.774,4.098,24.86,14,False,[],2025-11-13T11:09:24.416655
T000180,A000418,d0148,v0079,R000145,2025-11-18T16:15:00,2025-11-18T18:07:00,54.69,112,35.7,15.26,15.321,41.06,29.3,98,False,[],2025-11-13T11:09:24.418291
T000181,A000334,d0168,v0045,R000701,2025-11-17T19:15:00,2025-11-17T20:16:00,48.29,61,40.68,14.15,14.278,32.982,47.5,28,False,[],2025-11-13T11:09:24.419976
T000182,A000234,d0108,v0001,R001014,2025-11-16T18:15:00,2025-11-16T20:00:00,24.39,105,30.46,32.01,4.909,9.327,13.94,34,False,[],2025-11-13T11:09:24.421928
T000183,A000457,d0176,v0127,R000062,2025-11-19T02:00:00,2025-11-19T03:59:00,47.79,119,30.6,39.23,8.171,21.898,24.1,102,False,[],2025-11-13T11:09:24.423650
T000184,A000360,d0133,v0123,R000563,2025-11-18T01:45:00,2025-11-18T03:45:00,53.75,120,35.6,31.66,3.778,10.125,26.88,100,False,[],2025-11-13T11:09:24.425254
T000185,A000427,d0173,v0051,R000524,2025-11-18T18:30:00,2025-11-18T18:52:00,15.25,22,42.77,29.68,1.666,3.848,41.59,6,False,[],2025-11-13T11:09:24.426652
T000186,A000407,d0111,v0082,R000668,2025-11-18T13:30:00,2025-11-18T14:30:00,23.19,60,59.54,16.3,3.266,7.544,23.19,42,False,[],2025-11-13T11:09:24.428017
T000187,A000257,d0039,v0021,R000694,2025-11-17T00:00:00,2025-11-17T00:45:00,31.24,45,36.08,25.2,4.935,9.376,41.65,71,False,[],2025-11-13T11:09:24.429416
T000188,A000245,d0175,v0028,R001097,2025-11-16T21:00:00,2025-11-16T22:28:00,31.64,88,29.32,12.85,10.301,27.607,21.57,4,False,[],2025-11-13T11:09:24.430781
T000189,A000430,d0133,v0052,R000333,2025-11-18T19:15:00,2025-11-18T19:17:00,2.15,2,28.5,15.96,0.912,1.733,64.5,6,False,[],2025-11-13T11:09:24.432115
T000190,A000273,d0168,v0119,R000958,2025-11-17T04:00:00,2025-11-17T05:51:00,50.34,111,40.53,28.11,6.943,13.192,27.21,69,False,[],2025-11-13T11:09:24.433452
T000191,A000098,d0156,v0113,R000361,2025-11-15T08:15:00,2025-11-15T09:58:00,36.82,103,44.03,35.94,4.297,9.926,21.45,46,False,[],2025-11-13T11:09:24.434804
T000192,A000089,d0042,v0005,R000838,2025-11-15T06:00:00,2025-11-15T06:23:00,7.56,23,45.21,33.66,0.987,2.645,19.72,7,False,[],2025-11-13T11:09:24.436852
T000193,A000155,d0186,v0147,R000916,2025-11-15T22:30:00,2025-11-16T01:09:00,56.87,159,48.08,11.04,10.722,20.372,21.46,142,False,[],2025-11-13T11:09:24.438374
T000194,A000369,d0170,v0126,R000190,2025-11-18T04:00:00,2025-11-18T05:46:00,41.13,106,53.03,14.3,6.375,14.726,23.28,116,False,[],2025-11-13T11:09:24.439832
T000195,A000337,d0190,v0112,R000392,2025-11-17T20:00:00,2025-11-17T21:09:00,46.59,69,45.96,21.77,5.899,13.627,40.51,16,False,[],2025-11-13T11:09:24.441317
T000196,A000275,d0170,v0048,R000449,2025-11-17T04:30:00,2025-11-17T06:50:00,56.04,140,31.9,30.13,15.92,30.248,24.02,115,False,[],2025-11-13T11:09:24.442966
T000197,A000076,d0191,v0095,R000692,2025-11-15T02:45:00,2025-11-15T05:08:00,47.08,143,44.85,12.65,6.23,16.696,19.75,57,False,[],2025-11-13T11:09:24.444697
T000198,A000195,d0169,v0071,R000367,2025-11-16T08:30:00,2025-11-16T08:55:00,11.39,25,54.27,24.55,1.489,3.44,27.34,19,False,[],2025-11-13T11:09:24.446353
T000199,A000444,d0186,v0145,R000111,2025-11-18T22:45:00,2025-11-18T23:23:00,33.89,38,47.09,13.47,8.739,20.187,53.51,72,False,[],2025-11-13T11:09:24.447695
T000200,A000032,d0150,v0086,R000436,2025-11-14T15:45:00,2025-11-14T16:33:00,19.65,48,56.15,35.23,2.191,5.872,24.56,38,False,[],2025-11-13T11:09:24.448939
T000201,A000087,d0153,v0138,R000477,2025-11-15T05:30:00,2025-11-15T06:15:00,39.05,45,46.04,32.13,6.556,12.456,52.07,53,False,[],2025-11-13T11:09:24.450140
T000202,A000115,d0060,v0109,R001021,2025-11-15T12:30:00,2025-11-15T13:07:00,16.92,37,45.18,14.65,3.618,6.874,27.44,24,False,[],2025-11-13T11:09:24.451469
T000203,A000220,d0155,v0073,R000193,2025-11-16T14:45:00,2025-11-16T14:56:00,5.62,11,43.42,36.29,1.501,2.852,30.65,13,False,[],2025-11-13T11:09:24.452764
T000204,A000481,d0193,v0138,R000818,2025-11-19T08:00:00,2025-11-19T10:39:00,58.46,159,26.31,23.24,7.616,14.47,22.06,82,False,[],2025-11-13T11:09:24.453945
T000205,A000023,d0047,v0046,R000064,2025-11-14T13:30:00,2025-11-14T13:38:00,3.55,8,21.53,32.5,0.543,1.254,26.62,6,False,[],2025-11-13T11:09:24.455197
T000206,A000080,d0170,v0003,R001027,2025-11-15T03:45:00,2025-11-15T03:56:00,3.62,11,23.94,24.83,0.458,1.058,19.75,5,False,[],2025-11-13T11:09:24.456409
T000207,A000225,d0017,v0032,R000143,2025-11-16T16:00:00,2025-11-16T16:53:00,28.15,53,52.16,12.59,4.414,11.83,31.87,63,False,[],2025-11-13T11:09:24.457565
T000208,A000317,d0002,v0092,R001098,2025-11-17T15:00:00,2025-11-17T15:26:00,11.47,26,42.5,21.29,1.91,3.629,26.47,3,False,[],2025-11-13T11:09:24.458717
T000209,A000188,d0197,v0103,R000294,2025-11-16T06:45:00,2025-11-16T07:14:00,12.43,29,57.93,33.39,1.562,2.968,25.72,14,False,[],2025-11-13T11:09:24.459917
T000210,A000203,d0164,v0047,R000756,2025-11-16T10:30:00,2025-11-16T11:23:00,36.82,53,29.73,16.79,6.619,15.29,41.68,22,False,[],2025-11-13T11:09:24.461146
T000211,A000483,d0140,v0070,R000711,2025-11-19T08:30:00,2025-11-19T08:59:00,19.38,29,54.57,39.14,2.987,5.675,40.1,18,False,[],2025-11-13T11:09:24.462307
T000212,A000445,d0030,v0149,R000829,2025-11-18T23:00:00,2025-11-19T00:50:00,55.75,110,27.09,13.17,8.76,16.644,30.41,139,False,[],2025-11-13T11:09:24.463496
T000213,A000120,d0040,v0011,R000668,2025-11-15T13:45:00,2025-11-15T14:40:00,23.19,55,30.32,22.6,4.086,7.763,25.3,42,False,[],2025-11-13T11:09:24.464848
T000214,A000223,d0188,v0049,R000999,2025-11-16T15:30:00,2025-11-16T16:44:00,42.01,74,38.06,20.41,11.894,31.876,34.06,90,False,[],2025-11-13T11:09:24.466217
T000215,A000081,d0057,v0091,R000917,2025-11-15T04:00:00,2025-11-15T04:40:00,21.04,40,59.35,29.59,3.012,6.958,31.56,34,False,[],2025-11-13T11:09:24.467531
T000216,A000308,d0185,v0107,R000333,2025-11-17T12:45:00,2025-11-17T12:47:00,2.15,2,29.91,25.69,0.263,0.5,64.5,6,False,[],2025-11-13T11:09:24.468808
T000217,A000148,d0006,v0019,R000602,2025-11-15T20:45:00,2025-11-15T22:03:00,38.84,78,30.02,27.35,3.689,8.522,29.88,84,True,[],2025-11-13T11:09:24.470002
T000218,A000159,d0185,v0114,R000773,2025-11-15T23:30:00,2025-11-16T00:20:00,23.86,50,42.78,26.0,2.554,4.853,28.63,59,False,[],2025-11-13T11:09:24.471280
T000219,A000171,d0092,v0097,R000406,2025-11-16T02:30:00,2025-11-16T03:16:00,32.33,46,45.96,18.09,4.321,11.58,42.17,96,False,[],2025-11-13T11:09:24.472633
T000220,A000472,d0145,v0072,R000003,2025-11-19T05:45:00,2025-11-19T06:18:00,14.72,33,23.39,14.35,1.263,2.4,26.76,4,False,[],2025-11-13T11:09:24.473916
T000221,A000321,d0059,v0046,R000327,2025-11-17T16:00:00,2025-11-17T17:43:00,48.32,103,45.26,33.14,9.82,22.684,28.15,139,False,[],2025-11-13T11:09:24.475173
T000222,A000401,d0146,v0137,R001055,2025-11-18T12:00:00,2025-11-18T12:16:00,11.9,16,53.72,32.31,4.29,11.497,44.62,28,False,[],2025-11-13T11:09:24.476653
T000223,A000217,d0116,v0149,R000786,2025-11-16T14:00:00,2025-11-16T15:22:00,28.36,82,53.59,31.24,2.73,5.187,20.75,31,False,[],2025-11-13T11:09:24.478242
T000224,A000448,d0164,v0075,R000994,2025-11-18T23:45:00,2025-11-18T23:47:00,1.25,2,36.17,28.26,0.46,1.233,37.5,2,False,[],2025-11-13T11:09:24.479758
T000225,A000084,d0052,v0068,R000044,2025-11-15T04:45:00,2025-11-15T06:29:00,34.35,104,28.31,17.85,10.678,28.617,19.82,43,False,[],2025-11-13T11:09:24.481319
T000226,A000035,d0176,v0113,R000801,2025-11-14T16:30:00,2025-11-14T18:20:00,58.98,110,37.44,19.68,9.708,22.425,32.17,37,False,[],2025-11-13T11:09:24.482824
T000227,A000173,d0186,v0081,R000927,2025-11-16T03:00:00,2025-11-16T04:05:00,36.39,65,57.25,38.86,12.397,23.554,33.59,71,False,[],2025-11-13T11:09:24.484352
T000228,A000386,d0087,v0046,R000164,2025-11-18T08:15:00,2025-11-18T10:08:00,50.59,113,38.9,15.21,8.519,19.679,26.86,38,False,[],2025-11-13T11:09:24.485743
T000229,A000207,d0076,v0127,R001172,2025-11-16T11:30:00,2025-11-16T12:44:00,31.27,74,34.59,13.17,5.912,15.844,25.35,71,False,[],2025-11-13T11:09:24.487114
T000230,A000450,d0141,v0069,R000341,2025-11-19T00:15:00,2025-11-19T02:33:00,59.08,138,20.62,34.11,11.937,27.574,25.69,177,False,[],2025-11-13T11:09:24.488614
T000231,A000031,d0119,v0133,R000048,2025-11-14T15:30:00,2025-11-14T17:52:00,34.37,142,35.73,31.62,5.709,10.847,14.52,92,False,[],2025-11-13T11:09:24.490072
T000232,A000289,d0035,v0110,R000494,2025-11-17T08:00:00,2025-11-17T08:14:00,12.08,14,26.82,18.36,1.799,4.821,51.77,18,False,[],2025-11-13T11:09:24.491534
T000233,A000001,d0071,v0144,R000199,2025-11-14T08:00:00,2025-11-14T08:18:00,10.87,18,58.75,10.05,2.98,5.662,36.23,17,False,[],2025-11-13T11:09:24.492963
T000234,A000178,d0037,v0049,R000150,2025-11-16T04:15:00,2025-11-16T05:57:00,48.78,102,29.71,36.45,18.385,49.272,28.69,76,False,[],2025-11-13T11:09:24.494360
T000235,A000177,d0087,v0025,R001102,2025-11-16T04:00:00,2025-11-16T04:06:00,2.76,6,37.99,10.45,0.814,2.182,27.6,8,False,[],2025-11-13T11:09:24.495703
T000236,A000047,d0161,v0136,R000052,2025-11-14T19:30:00,2025-11-14T19:34:00,1.46,4,41.79,25.03,0.352,0.813,21.9,4,False,[],2025-11-13T11:09:24.497092
T000237,A000090,d0059,v0125,R000280,2025-11-15T06:15:00,2025-11-15T08:27:00,33.61,132,31.55,11.83,2.227,5.968,15.28,83,False,[],2025-11-13T11:09:24.498455
T000238,A000403,d0138,v0107,R000908,2025-11-18T12:30:00,2025-11-18T14:42:00,40.62,132,26.62,23.96,4.099,7.788,18.46,113,False,[],2025-11-13T11:09:24.499760
T000239,A000286,d0134,v0133,R000700,2025-11-17T07:15:00,2025-11-17T09:07:00,54.4,112,53.27,10.82,10.448,19.851,29.14,91,False,[],2025-11-13T11:09:24.501089
T000240,A000254,d0032,v0068,R000294,2025-11-16T23:15:00,2025-11-16T23:46:00,12.43,31,23.31,33.06,3.736,10.012,24.06,14,False,[],2025-11-13T11:09:24.502342
T000241,A000294,d0128,v0006,R000279,2025-11-17T09:15:00,2025-11-17T10:25:00,40.46,70,45.81,25.14,23.162,44.008,34.68,20,False,[],2025-11-13T11:09:24.503623
T000242,A000239,d0187,v0014,R000557,2025-11-16T19:30:00,2025-11-16T19:43:00,3.63,13,20.33,22.63,0.401,0.926,16.75,3,False,[],2025-11-13T11:09:24.505000
T000243,A000443,d0177,v0034,R000197,2025-11-18T22:30:00,2025-11-18T23:00:00,14.31,30,32.55,28.87,1.09,2.518,28.62,36,False,[],2025-11-13T11:09:24.506299
T000244,A000358,d0007,v0046,R001039,2025-11-18T01:15:00,2025-11-18T01:56:00,19.43,41,56.15,20.34,2.411,5.569,28.43,58,False,[],2025-11-13T11:09:24.507556
T000245,A000491,d0094,v0006,R000966,2025-11-19T10:30:00,2025-11-19T12:04:00,54.26,94,38.49,29.28,21.76,41.344,34.63,134,False,[],2025-11-13T11:09:24.508864
T000246,A000458,d0027,v0074,R000861,2025-11-19T02:15:00,2025-11-19T03:11:00,43.01,56,31.45,17.42,4.648,8.831,46.08,87,False,[],2025-11-13T11:09:24.510108
T000247,A000433,d0034,v0040,R000967,2025-11-18T20:00:00,2025-11-18T20:06:00,4.82,6,56.05,15.93,1.024,2.744,48.2,3,False,[],2025-11-13T11:09:24.511362
T000248,A000142,d0128,v0089,R000511,2025-11-15T19:15:00,2025-11-15T20:06:00,23.38,51,25.32,24.75,5.292,12.225,27.51,41,False,[],2025-11-13T11:09:24.512665
T000249,A000041,d0199,v0061,R000053,2025-11-14T18:00:00,2025-11-14T19:37:00,51.03,97,34.71,15.92,5.573,14.936,31.56,15,False,[],2025-11-13T11:09:24.513937
T000250,A000033,d0109,v0015,R000713,2025-11-14T16:00:00,2025-11-14T16:35:00,15.73,35,23.51,25.57,3.234,7.471,26.97,4,False,[],2025-11-13T11:09:24.515152
T000251,A000236,d0043,v0031,R000552,2025-11-16T18:45:00,2025-11-16T22:01:00,59.18,196,28.31,22.84,10.124,19.236,18.12,166,False,[],2025-11-13T11:09:24.516397
T000252,A000226,d0029,v0150,R000552,2025-11-16T16:15:00,2025-11-16T19:22:00,59.18,187,56.59,15.93,14.66,39.289,18.99,166,False,[],2025-11-13T11:09:24.517653
T000253,A000487,d0049,v0060,R000877,2025-11-19T09:30:00,2025-11-19T10:00:00,13.0,30,52.08,23.47,2.194,4.169,26.0,32,False,[],2025-11-13T11:09:24.518849
T000254,A000244,d0014,v0048,R000627,2025-11-16T20:45:00,2025-11-16T21:57:00,43.74,72,23.44,21.37,12.22,23.218,36.45,77,False,[],2025-11-13T11:09:24.520047
T000255,A000143,d0013,v0142,R001098,2025-11-15T19:30:00,2025-11-15T19:53:00,11.47,23,45.62,16.97,3.072,8.233,29.92,3,False,[],2025-11-13T11:09:24.521323
T000256,A000070,d0094,v0137,R000025,2025-11-15T01:15:00,2025-11-15T02:11:00,30.52,56,37.4,18.66,11.377,30.49,32.7,29,True,[],2025-11-13T11:09:24.522521
T000257,A000040,d0030,v0082,R000995,2025-11-14T17:45:00,2025-11-14T20:47:00,53.2,182,56.72,21.85,9.411,21.739,17.54,56,False,[],2025-11-13T11:09:24.523698
T000258,A000190,d0084,v0067,R001105,2025-11-16T07:15:00,2025-11-16T08:41:00,24.97,86,58.79,31.65,9.163,24.557,17.42,45,False,[],2025-11-13T11:09:24.524942
T000259,A000017,d0047,v0029,R000042,2025-11-14T12:00:00,2025-11-14T12:36:00,33.82,36,52.72,27.57,5.433,10.323,56.37,37,False,[],2025-11-13T11:09:24.526176
T000260,A000072,d0173,v0140,R000821,2025-11-15T01:45:00,2025-11-15T03:14:00,53.36,89,58.35,19.31,5.531,12.777,35.97,5,False,[],2025-11-13T11:09:24.527367
T000261,A000340,d0195,v0123,R000677,2025-11-17T20:45:00,2025-11-17T21:40:00,20.74,55,20.96,20.17,2.305,6.177,22.63,34,False,[],2025-11-13T11:09:24.528599
T000262,A000327,d0011,v0042,R000041,2025-11-17T17:30:00,2025-11-17T17:41:00,6.81,11,51.03,15.32,1.864,4.996,37.15,5,False,[],2025-11-13T11:09:24.529849
T000263,A000397,d0081,v0062,R000111,2025-11-18T11:00:00,2025-11-18T11:46:00,33.89,46,20.4,25.61,3.221,7.441,44.2,72,False,[],2025-11-13T11:09:24.531051
T000264,A000359,d0164,v0089,R000058,2025-11-18T01:30:00,2025-11-18T03:50:00,44.07,140,27.18,21.91,9.894,22.855,18.89,114,False,[],2025-11-13T11:09:24.532303
T000265,A000250,d0105,v0125,R000603,2025-11-16T22:15:00,2025-11-16T23:12:00,54.5,57,26.31,36.89,6.956,18.642,57.37,21,False,[],2025-11-13T11:09:24.533636
T000266,A000073,d0165,v0088,R000149,2025-11-15T02:00:00,2025-11-15T04:11:00,53.3,131,49.35,19.16,5.616,12.973,24.41,88,False,[],2025-11-13T11:09:24.534971
T000267,A000426,d0001,v0027,R000533,2025-11-18T18:15:00,2025-11-18T20:33:00,49.17,138,50.4,12.03,5.242,14.049,21.38,107,False,[],2025-11-13T11:09:24.536187
T000268,A000323,d0139,v0133,R000544,2025-11-17T16:30:00,2025-11-17T17:47:00,46.46,77,57.2,23.64,4.494,8.539,36.2,128,False,[],2025-11-13T11:09:24.537532
T000269,A000267,d0135,v0005,R001013,2025-11-17T02:30:00,2025-11-17T03:36:00,20.09,66,22.72,11.21,3.44,9.219,18.26,50,False,[],2025-11-13T11:09:24.538741
T000270,A000147,d0075,v0143,R000267,2025-11-15T20:30:00,2025-11-15T21:32:00,26.59,62,32.35,10.04,2.63,4.997,25.73,51,True,[],2025-11-13T11:09:24.540022
T000271,A000132,d0046,v0006,R000797,2025-11-15T16:45:00,2025-11-15T16:53:00,3.04,8,26.77,29.48,1.169,2.221,22.8,6,False,[],2025-11-13T11:09:24.541276
T000272,A000246,d0120,v0141,R001164,2025-11-16T21:15:00,2025-11-17T01:25:00,59.08,250,25.4,13.05,5.858,11.13,14.18,27,False,[],2025-11-13T11:09:24.542505
T000273,A000247,d0081,v0023,R001131,2025-11-16T21:30:00,2025-11-16T21:32:00,1.31,2,28.07,13.0,0.387,0.894,39.3,3,False,[],2025-11-13T11:09:24.543713
T000274,A000238,d0156,v0051,R000308,2025-11-16T19:15:00,2025-11-16T21:42:00,44.25,147,54.38,39.62,2.368,5.47,18.06,58,False,[],2025-11-13T11:09:24.544974
T000275,A000322,d0124,v0138,R000192,2025-11-17T16:15:00,2025-11-17T16:39:00,8.53,24,54.2,31.9,1.154,2.193,21.32,15,False,[],2025-11-13T11:09:24.546176
T000276,A000083,d0080,v0062,R000092,2025-11-15T04:30:00,2025-11-15T04:46:00,6.3,16,58.33,31.91,0.638,1.474,23.62,6,False,[],2025-11-13T11:09:24.547338
T000277,A000256,d0200,v0055,R000350,2025-11-16T23:45:00,2025-11-17T00:54:00,29.08,69,35.13,21.15,5.946,13.735,25.29,33,False,[],2025-11-13T11:09:24.548531
T000278,A000435,d0074,v0042,R001046,2025-11-18T20:30:00,2025-11-18T22:08:00,39.01,98,35.7,19.2,8.491,22.756,23.88,68,False,[],2025-11-13T11:09:24.549722
T000279,A000464,d0159,v0115,R000059,2025-11-19T03:45:00,2025-11-19T04:14:00,11.91,29,53.99,39.0,1.655,3.144,24.64,7,False,[],2025-11-13T11:09:24.550917
T000280,A000124,d0080,v0138,R000561,2025-11-15T14:45:00,2025-11-15T16:51:00,38.36,126,20.84,10.04,4.411,8.381,18.27,110,False,[],2025-11-13T11:09:24.552158
T000281,A000382,d0058,v0005,R000776,2025-11-18T07:15:00,2025-11-18T07:56:00,20.83,41,56.13,15.59,2.798,7.499,30.48,19,False,[],2025-11-13T11:09:24.553418
T000282,A000092,d0162,v0135,R000170,2025-11-15T06:45:00,2025-11-15T08:11:00,41.1,86,31.02,17.82,12.21,28.205,28.67,119,False,[],2025-11-13T11:09:24.554699
T000283,A000461,d0082,v0115,R001123,2025-11-19T03:00:00,2025-11-19T03:25:00,12.41,25,34.05,32.41,1.847,3.509,29.78,26,False,[],2025-11-13T11:09:24.555943
T000284,A000455,d0003,v0081,R000311,2025-11-19T01:30:00,2025-11-19T02:51:00,57.94,81,39.8,28.97,16.397,31.154,42.92,84,False,[],2025-11-13T11:09:24.557176
T000285,A000050,d0181,v0004,R000193,2025-11-14T20:15:00,2025-11-14T20:27:00,5.62,12,47.62,20.58,1.214,2.804,28.1,13,False,[],2025-11-13T11:09:24.558417
T000286,A000218,d0102,v0066,R000785,2025-11-16T14:15:00,2025-11-16T16:34:00,54.34,139,57.14,21.64,6.5,12.35,23.46,122,False,[],2025-11-13T11:09:24.559600
T000287,A000374,d0139,v0093,R000119,2025-11-18T05:15:00,2025-11-18T06:54:00,35.86,99,21.35,32.72,9.608,22.194,21.73,18,False,[],2025-11-13T11:09:24.560846
T000288,A000499,d0012,v0022,R000241,2025-11-19T12:30:00,2025-11-19T13:13:00,11.01,43,30.48,32.34,2.086,5.59,15.36,11,False,[],2025-11-13T11:09:24.562064
T000289,A000088,d0114,v0038,R000964,2025-11-15T05:45:00,2025-11-15T06:41:00,39.4,56,36.66,33.21,5.085,9.662,42.21,47,False,[],2025-11-13T11:09:24.563269
T000290,A000027,d0032,v0077,R000826,2025-11-14T14:30:00,2025-11-14T14:59:00,14.04,29,52.76,33.37,3.776,8.723,29.05,19,False,[],2025-11-13T11:09:24.564447
T000291,A000145,d0112,v0023,R000615,2025-11-15T20:00:00,2025-11-15T21:14:00,43.12,74,40.95,13.4,9.312,21.511,34.96,106,False,[],2025-11-13T11:09:24.565662
T000292,A000165,d0052,v0023,R000765,2025-11-16T01:00:00,2025-11-16T02:21:00,19.23,81,22.96,18.55,6.346,14.659,14.24,16,False,[],2025-11-13T11:09:24.566879
T000293,A000295,d0044,v0036,R000750,2025-11-17T09:30:00,2025-11-17T12:22:00,54.98,172,51.95,14.76,12.987,24.675,19.18,92,True,[],2025-11-13T11:09:24.568075
