env_id,city,route_id,segment_start_lat,segment_start_lon,segment_end_lat,segment_end_lon,time_window_start,time_window_end,time_of_day,weekday,traffic_index,congestion_score,avg_speed_kmph,reliability_pct,weather,weather_severity,weather_speed_factor,road_condition,road_condition_factor,incident_flag,incident_type,incident_delay_min,elevation_gain_m,slope_pct_avg,temp_celsius,humidity_pct,air_quality_index,fuel_modifier,time_modifier,last_updated
env_0194,Hyderabad,R000135,17.383417,78.477449,17.358374,78.525316,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Friday,1.67,22,14.1,75.0,Rain,2,0.88,Good,1.0,False,None,0,29.8,1.02,24.8,49,145,1.359,1.47,2025-11-13T11:04:37.295168
env_0195,Chennai,R000345,13.110902,80.274454,13.075075,80.311849,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Monday,0.8,69,60.8,77.9,Rain,2,0.88,Good,1.0,True,Diversion,13,181.4,5.16,27.3,62,211,0.974,0.86,2025-11-13T11:04:37.295202
env_0196,Delhi,R001199,28.647968,77.187131,28.580042,77.212409,2025-11-14T08:00:00,2025-11-14T09:00:00,morning,Wednesday,0.88,25,50.1,82.6,Heatwave,1,0.95,Poor,1.15,False,None,0,153.9,4.52,34.4,61,212,1.017,0.96,2025-11-13T11:04:37.295243
env_0197,Mumbai,R000928,19.053301,72.893928,19.058164,72.848762,2025-11-14T16:00:00,2025-11-14T17:00:00,afternoon,Monday,1.62,27,23.2,50.1,Clear,0,1.0,Poor,1.15,False,None,0,126.9,3.44,31.8,88,150,1.636,1.86,2025-11-13T11:04:37.295283
env_0198,Chennai,R000167,13.111431,80.28561,13.040452,80.223795,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Saturday,0.91,58,48.3,66.1,Clear,0,1.0,Moderate,1.08,False,None,0,7.5,0.31,35.1,68,52,0.989,0.98,2025-11-13T11:04:37.295319
env_0199,Delhi,R000041,28.639742,77.227055,28.63482,77.178151,2025-11-14T15:00:00,2025-11-14T16:00:00,afternoon,Sunday,1.45,39,34.0,93.5,Clear,0,1.0,Good,1.0,False,None,0,183.8,17.99,35.8,80,151,1.495,1.45,2025-11-13T11:04:37.295356
env_0200,Bengaluru,R000569,12.97851,77.594001,12.976779,77.610584,2025-11-14T11:00:00,2025-11-14T12:00:00,morning,Monday,1.33,18,14.6,92.0,Storm,3,0.75,Poor,1.15,False,None,0,85.9,2.42,22.3,84,223,1.129,1.15,2025-11-13T11:04:37.295387
env_0201,Chennai,R000518,13.100768,80.30901,13.032895,80.263411,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Sunday,1.64,65,27.2,68.3,Clear,0,1.0,Good,1.0,False,None,0,157.6,13.94,32.1,43,121,1.587,1.64,2025-11-13T11:04:37.295417
env_0202,Hyderabad,R001091,17.379886,78.437216,17.354461,78.444881,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Saturday,1.0,64,48.5,91.3,Clear,0,1.0,Good,1.0,True,Protest,8,13.2,0.57,22.3,80,135,1.097,1.13,2025-11-13T11:04:37.295450
env_0203,Mumbai,R000507,19.036784,72.851536,19.06008,72.833143,2025-11-14T16:00:00,2025-11-14T17:00:00,afternoon,Friday,1.51,19,27.9,77.9,Rain,2,0.88,Moderate,1.08,False,None,0,30.2,2.55,22.5,60,227,1.353,1.44,2025-11-13T11:04:37.295482
env_0204,Bengaluru,R000262,12.9278,77.624839,12.927079,77.605674,2025-11-14T19:00:00,2025-11-14T20:00:00,evening,Monday,0.89,17,38.8,63.3,Clear,0,1.0,Good,1.0,False,None,0,73.8,2.64,31.2,40,166,0.949,0.89,2025-11-13T11:04:37.295525
env_0205,Hyderabad,R000951,17.414516,78.524694,17.396923,78.470662,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Thursday,1.27,85,17.1,54.6,Clear,0,1.0,Good,1.0,False,None,0,62.1,2.28,30.9,56,140,1.212,1.27,2025-11-13T11:04:37.295561
env_0206,Hyderabad,R000986,17.407462,78.481162,17.359315,78.516403,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Tuesday,1.08,65,30.5,79.3,Clear,0,1.0,Moderate,1.08,False,None,0,48.0,1.99,30.4,58,144,1.139,1.17,2025-11-13T11:04:37.295606
env_0207,Bengaluru,R001061,12.980244,77.61243,12.927332,77.595311,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Thursday,1.11,35,33.7,59.1,Clear,0,1.0,Good,1.0,False,None,0,209.1,8.7,31.7,77,194,1.164,1.11,2025-11-13T11:04:37.295638
env_0208,Mumbai,R000614,19.06787,72.843928,19.07143,72.906619,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Thursday,1.0,10,37.4,81.2,Clear,0,1.0,Good,1.0,False,None,0,231.7,6.73,33.3,64,102,1.067,1.0,2025-11-13T11:04:37.295684
env_0209,Hyderabad,R000378,17.417608,78.437373,17.335989,78.472489,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Tuesday,1.06,34,35.0,91.1,Clear,0,1.0,UnderConstruction,1.2,False,None,0,88.8,5.36,25.7,51,136,1.243,1.27,2025-11-13T11:04:37.295733
env_0210,Chennai,R000504,13.050554,80.222849,13.116988,80.311765,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Sunday,1.41,58,26.9,89.8,Clear,0,1.0,Good,1.0,False,None,0,114.0,5.38,24.4,73,209,1.341,1.41,2025-11-13T11:04:37.295785
env_0211,Hyderabad,R000134,17.346849,78.524972,17.348079,78.455664,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Saturday,1.14,86,26.3,78.6,Fog,1,0.9,Moderate,1.08,False,None,0,257.1,13.66,24.1,55,63,1.214,1.11,2025-11-13T11:04:37.295828
env_0212,Pune,R000574,18.557685,73.89185,18.567238,73.895283,2025-11-14T12:00:00,2025-11-14T13:00:00,afternoon,Saturday,0.87,70,49.1,77.7,Clear,0,1.0,Good,1.0,False,None,0,226.6,10.67,29.3,51,132,1.016,0.87,2025-11-13T11:04:37.295883
env_0213,Pune,R000766,18.522948,73.85503,18.565975,73.854076,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Saturday,1.63,84,23.2,59.3,Storm,3,0.75,Good,1.0,False,None,0,69.5,3.05,27.3,50,145,1.184,1.22,2025-11-13T11:04:37.295930
env_0214,Mumbai,R001128,19.034476,72.902862,19.055505,72.879582,2025-11-14T13:00:00,2025-11-14T14:00:00,afternoon,Friday,0.84,75,43.7,69.2,Clear,0,1.0,Good,1.0,False,None,0,98.5,4.59,24.5,54,117,0.934,0.84,2025-11-13T11:04:37.295962
env_0215,Pune,R000156,18.506309,73.814942,18.55466,73.857979,2025-11-14T08:00:00,2025-11-14T09:00:00,morning,Sunday,1.05,39,17.6,53.2,Clear,0,1.0,Good,1.0,False,None,0,102.1,5.35,33.4,83,120,1.089,1.05,2025-11-13T11:04:37.295992
env_0216,Delhi,R000283,28.663741,77.234238,28.637882,77.250238,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Sunday,1.07,54,39.6,68.2,Clear,0,1.0,Moderate,1.08,False,None,0,144.2,5.68,32.7,49,151,1.169,1.16,2025-11-13T11:04:37.296034
env_0217,Delhi,R000465,28.636234,77.179988,28.587272,77.2177,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Saturday,1.53,53,27.9,64.1,Clear,0,1.0,Moderate,1.08,False,None,0,66.8,2.84,29.8,63,85,1.483,1.65,2025-11-13T11:04:37.296075
env_0218,Chennai,R000263,13.063257,80.294481,13.08268,80.286585,2025-11-14T17:00:00,2025-11-14T18:00:00,evening,Wednesday,1.0,64,39.0,68.2,Rain,2,0.88,Good,1.0,False,None,0,11.9,0.35,34.9,49,134,0.94,0.88,2025-11-13T11:04:37.296120
env_0219,Chennai,R001176,13.119394,80.318717,13.05312,80.259764,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Tuesday,1.23,52,28.4,70.3,Storm,3,0.75,Good,1.0,False,None,0,168.1,15.34,31.6,71,56,1.097,0.92,2025-11-13T11:04:37.296169
env_0220,Delhi,R000408,28.570849,77.255299,28.592282,77.182304,2025-11-14T08:00:00,2025-11-14T09:00:00,morning,Thursday,0.85,76,18.1,64.7,Fog,1,0.9,Good,1.0,False,None,0,43.1,1.91,32.4,64,102,0.858,0.77,2025-11-13T11:04:37.296201
env_0221,Delhi,R000422,28.594876,77.24079,28.630379,77.174878,2025-11-14T15:00:00,2025-11-14T16:00:00,afternoon,Friday,0.98,68,25.1,50.3,Clear,0,1.0,Good,1.0,False,None,0,243.2,9.44,34.7,71,167,1.08,0.98,2025-11-13T11:04:37.296232
env_0222,Hyderabad,R001180,17.338908,78.44581,17.39963,78.52859,2025-11-14T17:00:00,2025-11-14T18:00:00,evening,Saturday,1.56,48,18.4,87.1,Rain,2,0.88,Good,1.0,False,None,0,187.2,8.15,27.4,82,96,1.361,1.37,2025-11-13T11:04:37.296262
env_0223,Pune,R001165,18.479953,73.876564,18.474766,73.895254,2025-11-14T11:00:00,2025-11-14T12:00:00,morning,Wednesday,1.59,78,15.9,91.2,Rain,2,0.88,Moderate,1.08,False,None,0,150.6,3.79,29.7,63,69,1.415,1.51,2025-11-13T11:04:37.296292
env_0224,Bengaluru,R001034,12.998254,77.577201,12.966694,77.569877,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Thursday,0.82,91,47.9,83.7,Clear,0,1.0,Moderate,1.08,False,None,0,122.0,11.82,23.6,48,133,1.041,0.89,2025-11-13T11:04:37.296352
env_0225,Pune,R000951,18.518876,73.813524,18.525243,73.830929,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Tuesday,1.22,45,36.4,57.7,Clear,0,1.0,Good,1.0,False,None,0,162.7,7.49,23.1,88,52,1.229,1.22,2025-11-13T11:04:37.296402
env_0226,Pune,R000560,18.48575,73.842509,18.492067,73.810144,2025-11-14T12:00:00,2025-11-14T13:00:00,afternoon,Thursday,1.43,91,30.4,78.8,Rain,2,0.88,Poor,1.15,False,None,0,96.0,8.3,22.1,89,146,1.418,1.45,2025-11-13T11:04:37.296452
env_0227,Delhi,R000512,28.601364,77.182854,28.573039,77.201168,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Wednesday,1.54,95,11.2,93.1,Clear,0,1.0,Poor,1.15,False,None,0,218.6,19.31,29.2,60,132,1.732,1.77,2025-11-13T11:04:37.296486
env_0228,Chennai,R000389,13.095167,80.314133,13.072206,80.263488,2025-11-14T13:00:00,2025-11-14T14:00:00,afternoon,Tuesday,0.9,51,23.4,68.1,Clear,0,1.0,Good,1.0,False,None,0,24.5,0.71,31.1,63,61,0.937,0.9,2025-11-13T11:04:37.296520
env_0229,Bengaluru,R000448,12.96271,77.621355,12.971558,77.643647,2025-11-14T11:00:00,2025-11-14T12:00:00,morning,Wednesday,1.66,86,15.9,78.4,Clear,0,1.0,Poor,1.15,False,None,0,44.2,2.9,32.7,84,131,1.666,1.91,2025-11-13T11:04:37.296551
env_0230,Pune,R000988,18.477151,73.808465,18.56161,73.851591,2025-11-14T13:00:00,2025-11-14T14:00:00,afternoon,Friday,1.33,11,17.4,77.7,Storm,3,0.75,Good,1.0,False,None,0,228.4,7.99,22.8,63,177,1.08,1.0,2025-11-13T11:04:37.296602
env_0231,Mumbai,R000414,19.041167,72.848139,19.029791,72.920041,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Saturday,1.59,27,15.6,79.0,Rain,2,0.88,Good,1.0,False,None,0,196.2,10.52,22.3,86,134,1.405,1.4,2025-11-13T11:04:37.296633
env_0232,Mumbai,R000497,19.046582,72.833107,19.117768,72.926538,2025-11-14T13:00:00,2025-11-14T14:00:00,afternoon,Friday,1.59,76,16.5,69.9,Clear,0,1.0,Poor,1.15,True,Accident,6,192.1,13.48,24.9,45,94,1.842,2.01,2025-11-13T11:04:37.296683
env_0233,Chennai,R001125,13.115822,80.313881,13.056331,80.228516,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Wednesday,0.95,35,24.8,57.9,Clear,0,1.0,Good,1.0,False,None,0,192.5,10.6,32.9,45,142,1.071,0.95,2025-11-13T11:04:37.296714
env_0234,Hyderabad,R000774,17.351777,78.480838,17.385529,78.510193,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Sunday,1.66,71,9.5,67.2,Storm,3,0.75,Moderate,1.08,False,None,0,180.6,12.38,32.2,56,147,1.362,1.34,2025-11-13T11:04:37.296764
env_0235,Hyderabad,R000627,17.38036,78.474215,17.395603,78.443894,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Saturday,1.22,29,38.6,50.2,Storm,3,0.75,Moderate,1.08,False,None,0,124.3,5.53,27.5,87,145,1.048,0.99,2025-11-13T11:04:37.296798
env_0236,Hyderabad,R001003,17.365781,78.535452,17.342123,78.5252,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Thursday,1.64,30,13.3,69.6,Clear,0,1.0,Poor,1.15,False,None,0,155.3,6.3,31.6,84,64,1.686,1.89,2025-11-13T11:04:37.296830
env_0237,Pune,R000790,18.563052,73.880266,18.494635,73.810151,2025-11-14T17:00:00,2025-11-14T18:00:00,evening,Saturday,1.44,13,27.4,79.0,Clear,0,1.0,Good,1.0,False,None,0,80.0,2.85,35.3,50,53,1.336,1.44,2025-11-13T11:04:37.296861
env_0238,Bengaluru,R000190,12.98604,77.636288,12.961367,77.603216,2025-11-14T08:00:00,2025-11-14T09:00:00,morning,Friday,1.62,64,12.8,69.2,Rain,2,0.88,Good,1.0,False,None,0,266.6,9.67,32.3,88,236,1.418,1.43,2025-11-13T11:04:37.296892
env_0239,Bengaluru,R000224,12.985218,77.622269,12.956039,77.558871,2025-11-14T12:00:00,2025-11-14T13:00:00,afternoon,Saturday,1.16,49,13.1,57.6,Clear,0,1.0,Good,1.0,False,None,0,128.3,5.7,26.0,67,93,1.169,1.16,2025-11-13T11:04:37.296922
env_0240,Delhi,R000768,28.58254,77.172433,28.612547,77.209261,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Thursday,1.31,37,16.4,52.7,Clear,0,1.0,Moderate,1.08,False,None,0,271.2,12.18,30.8,79,77,1.409,1.41,2025-11-13T11:04:37.296951
env_0241,Pune,R000341,18.478381,73.815271,18.482868,73.813126,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Friday,1.01,72,38.2,54.5,Clear,0,1.0,Moderate,1.08,True,Protest,6,33.6,1.31,22.1,78,183,1.153,1.2,2025-11-13T11:04:37.297000
env_0242,Mumbai,R000996,19.073323,72.861403,19.068945,72.864779,2025-11-14T16:00:00,2025-11-14T17:00:00,afternoon,Wednesday,1.54,56,24.9,67.0,Clear,0,1.0,Good,1.0,False,None,0,34.6,1.46,31.8,86,85,1.393,1.54,2025-11-13T11:04:37.297032
env_0243,Bengaluru,R000252,13.008501,77.572547,12.991526,77.626105,2025-11-14T17:00:00,2025-11-14T18:00:00,evening,Thursday,1.36,94,33.4,73.2,Rain,2,0.88,Good,1.0,False,None,0,282.9,14.39,30.9,42,238,1.304,1.2,2025-11-13T11:04:37.297063
env_0244,Mumbai,R000910,19.049356,72.876154,19.09992,72.907096,2025-11-14T17:00:00,2025-11-14T18:00:00,evening,Thursday,1.65,70,30.0,88.6,Fog,1,0.9,Moderate,1.08,False,None,0,62.5,4.37,29.3,76,233,1.464,1.6,2025-11-13T11:04:37.297102
env_0245,Chennai,R000066,13.045486,80.300382,13.062835,80.288006,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Tuesday,1.61,24,19.8,74.3,Clear,0,1.0,Good,1.0,False,None,0,211.5,16.07,35.9,41,91,1.588,1.61,2025-11-13T11:04:37.297152
env_0246,Mumbai,R000786,19.102631,72.849738,19.051763,72.87533,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Saturday,0.92,78,40.4,72.1,Rain,2,0.88,Good,1.0,False,None,0,174.9,4.64,22.9,61,146,0.933,0.81,2025-11-13T11:04:37.297194
env_0247,Pune,R000782,18.535792,73.885208,18.567025,73.850396,2025-11-14T13:00:00,2025-11-14T14:00:00,afternoon,Tuesday,1.03,47,17.5,54.0,Rain,2,0.88,Poor,1.15,False,None,0,39.3,1.87,33.9,64,197,1.067,1.04,2025-11-13T11:04:37.297243
env_0248,Pune,R000004,18.50148,73.865706,18.489386,73.845515,2025-11-14T19:00:00,2025-11-14T20:00:00,evening,Wednesday,1.49,26,22.3,77.1,Clear,0,1.0,Good,1.0,False,None,0,140.9,9.82,35.2,54,177,1.441,1.49,2025-11-13T11:04:37.297274
env_0249,Pune,R000934,18.485143,73.835039,18.545106,73.891613,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Friday,1.09,74,45.6,55.6,Heatwave,1,0.95,Moderate,1.08,False,None,0,249.5,10.04,31.9,64,65,1.184,1.12,2025-11-13T11:04:37.297304
env_0250,Mumbai,R000313,19.108788,72.848761,19.099266,72.908742,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Sunday,1.5,72,27.0,63.5,Rain,2,0.88,Poor,1.15,False,None,0,11.4,0.52,27.9,70,139,1.389,1.52,2025-11-13T11:04:37.297338
env_0251,Hyderabad,R000801,17.342182,78.509375,17.363236,78.529006,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Monday,0.92,84,49.2,52.4,Fog,1,0.9,Good,1.0,False,None,0,175.3,7.54,28.8,49,103,0.956,0.83,2025-11-13T11:04:37.297380
env_0252,Delhi,R000401,28.637432,77.159913,28.636496,77.216568,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Thursday,1.66,64,23.4,57.6,Clear,0,1.0,Good,1.0,False,None,0,283.8,20.99,29.2,61,201,1.672,1.66,2025-11-13T11:04:37.297411
env_0253,Hyderabad,R000305,17.397697,78.477099,17.338399,78.460786,2025-11-14T21:00:00,2025-11-14T22:00:00,evening,Wednesday,1.42,32,26.7,66.9,Rain,2,0.88,Moderate,1.08,False,None,0,234.4,6.52,31.1,57,211,1.33,1.35,2025-11-13T11:04:37.297443
env_0254,Pune,R000912,18.507132,73.8187,18.478664,73.855622,2025-11-14T13:00:00,2025-11-14T14:00:00,afternoon,Monday,1.33,83,23.9,81.2,Clear,0,1.0,Moderate,1.08,False,None,0,300.0,9.65,26.2,48,75,1.404,1.44,2025-11-13T11:04:37.297477
env_0255,Mumbai,R000131,19.097377,72.913921,19.079751,72.868233,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Thursday,1.3,78,32.6,73.9,Clear,0,1.0,Poor,1.15,False,None,0,246.6,8.34,32.5,53,218,1.426,1.49,2025-11-13T11:04:37.297524
env_0256,Bengaluru,R000371,13.0078,77.614122,12.922132,77.589323,2025-11-14T16:00:00,2025-11-14T17:00:00,afternoon,Monday,0.84,83,26.5,57.3,Clear,0,1.0,Poor,1.15,True,Accident,21,93.1,2.39,24.4,82,50,1.234,1.3,2025-11-13T11:04:37.297555
env_0257,Delhi,R000616,28.568517,77.253579,28.654362,77.18834,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Tuesday,1.32,50,25.2,94.4,Clear,0,1.0,Good,1.0,False,None,0,34.2,0.99,25.3,52,86,1.234,1.32,2025-11-13T11:04:37.297586
env_0258,Mumbai,R000441,19.121742,72.887914,19.047604,72.863607,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Saturday,1.36,19,25.2,61.7,Rain,2,0.88,Good,1.0,False,None,0,283.7,9.36,35.2,49,187,1.254,1.2,2025-11-13T11:04:37.297617
env_0259,Delhi,R000145,28.626857,77.18594,28.627212,77.223557,2025-11-14T17:00:00,2025-11-14T18:00:00,evening,Friday,1.39,75,26.0,68.9,Clear,0,1.0,UnderConstruction,1.2,False,None,0,12.6,0.45,23.1,47,186,1.473,1.67,2025-11-13T11:04:37.297657
env_0260,Bengaluru,R001124,12.962278,77.577536,12.930497,77.635525,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Tuesday,1.58,38,15.6,54.4,Fog,1,0.9,Good,1.0,False,None,0,235.9,17.21,29.4,59,200,1.466,1.42,2025-11-13T11:04:37.297697
env_0261,Hyderabad,R000196,17.387896,78.506746,17.42154,78.491854,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Monday,0.95,59,22.4,86.3,Rain,2,0.88,Moderate,1.08,False,None,0,265.2,12.01,30.3,56,52,1.07,0.9,2025-11-13T11:04:37.297743
env_0262,Pune,R001052,18.541722,73.872456,18.484667,73.863456,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Monday,1.63,91,30.1,81.8,Clear,0,1.0,Moderate,1.08,False,None,0,59.0,1.49,33.2,72,123,1.547,1.76,2025-11-13T11:04:37.297784
env_0263,Mumbai,R000877,19.078059,72.899547,19.118381,72.850576,2025-11-14T08:00:00,2025-11-14T09:00:00,morning,Wednesday,1.17,50,38.1,78.6,Clear,0,1.0,Good,1.0,False,None,0,174.7,13.93,26.0,71,52,1.258,1.17,2025-11-13T11:04:37.297832
env_0264,Hyderabad,R001042,17.428244,78.450343,17.384781,78.505212,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Thursday,0.81,34,57.9,83.6,Rain,2,0.88,Moderate,1.08,False,None,0,77.0,2.39,35.3,73,225,0.883,0.77,2025-11-13T11:04:37.297867
env_0265,Chennai,R000087,13.093437,80.317165,13.100152,80.308893,2025-11-14T13:00:00,2025-11-14T14:00:00,afternoon,Tuesday,0.87,27,37.9,92.9,Clear,0,1.0,Good,1.0,False,None,0,38.4,1.03,25.5,74,80,0.919,0.87,2025-11-13T11:04:37.297910
env_0266,Mumbai,R000613,19.074312,72.854175,19.026223,72.890818,2025-11-14T18:00:00,2025-11-14T19:00:00,evening,Tuesday,1.63,92,20.3,90.2,Fog,1,0.9,Poor,1.15,False,None,0,22.0,2.16,28.4,59,140,1.505,1.69,2025-11-13T11:04:37.297941
env_0267,Bengaluru,R000011,12.956572,77.616843,12.961807,77.545486,2025-11-14T19:00:00,2025-11-14T20:00:00,evening,Thursday,0.98,77,33.7,56.9,Clear,0,1.0,Good,1.0,False,None,0,198.7,11.84,27.5,59,143,1.104,0.98,2025-11-13T11:04:37.297985
env_0268,Hyderabad,R000374,17.388643,78.463648,17.433937,78.502328,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Tuesday,0.93,65,16.3,89.8,Rain,2,0.88,Good,1.0,False,None,0,44.4,1.96,26.6,42,91,0.914,0.82,2025-11-13T11:04:37.298015
env_0269,Pune,R000408,18.565238,73.90267,18.568693,73.818579,2025-11-14T21:00:00,2025-11-14T22:00:00,evening,Friday,1.25,26,21.1,84.4,Storm,3,0.75,Good,1.0,False,None,0,253.7,11.71,23.5,46,55,1.075,0.94,2025-11-13T11:04:37.298057
env_0270,Delhi,R000319,28.598312,77.160365,28.632344,77.164204,2025-11-14T16:00:00,2025-11-14T17:00:00,afternoon,Thursday,1.68,11,18.0,63.0,Clear,0,1.0,Moderate,1.08,False,None,0,50.0,1.97,25.5,89,79,1.587,1.81,2025-11-13T11:04:37.298095
env_0271,Mumbai,R000507,19.092633,72.870616,19.073389,72.905972,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Saturday,1.46,88,14.6,94.7,Clear,0,1.0,Moderate,1.08,False,None,0,44.0,3.95,35.9,49,159,1.446,1.58,2025-11-13T11:04:37.298126
env_0272,Bengaluru,R000409,12.930694,77.549696,12.96233,77.575245,2025-11-14T13:00:00,2025-11-14T14:00:00,afternoon,Tuesday,1.1,71,15.6,69.2,Clear,0,1.0,Good,1.0,False,None,0,283.2,9.03,25.5,43,96,1.16,1.1,2025-11-13T11:04:37.298157
env_0273,Bengaluru,R000002,12.926813,77.619075,12.942798,77.591806,2025-11-14T09:00:00,2025-11-14T10:00:00,morning,Thursday,0.97,72,28.6,63.7,Clear,0,1.0,Good,1.0,False,None,0,259.3,13.01,32.4,63,240,1.109,0.97,2025-11-13T11:04:37.298205
env_0274,Chennai,R001084,13.093171,80.244525,13.060295,80.279133,2025-11-14T08:00:00,2025-11-14T09:00:00,morning,Monday,0.92,87,20.9,76.4,Fog,1,0.9,Moderate,1.08,False,None,0,212.9,5.64,23.0,74,208,0.979,0.89,2025-11-13T11:04:37.298237
env_0275,Mumbai,R000618,19.098535,72.926664,19.0462,72.899777,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Tuesday,0.97,80,41.1,90.1,Rain,2,0.88,Poor,1.15,False,None,0,107.5,5.12,30.8,47,161,1.057,0.98,2025-11-13T11:04:37.298285
env_0276,Bengaluru,R000989,12.9635,77.637733,12.971987,77.546787,2025-11-14T14:00:00,2025-11-14T15:00:00,afternoon,Saturday,1.67,47,9.9,75.5,Rain,2,0.88,Moderate,1.08,False,None,0,122.3,4.0,34.2,44,92,1.473,1.59,2025-11-13T11:04:37.298317
env_0277,Hyderabad,R001044,17.373415,78.514637,17.375085,78.463849,2025-11-14T11:00:00,2025-11-14T12:00:00,morning,Monday,0.94,37,38.0,50.4,Fog,1,0.9,Good,1.0,False,None,0,217.6,12.25,33.9,58,231,1.018,0.85,2025-11-13T11:04:37.298348
env_0278,Mumbai,R001131,19.03791,72.850093,19.079357,72.856884,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Wednesday,1.63,44,28.0,52.3,Heatwave,1,0.95,UnderConstruction,1.2,False,None,0,39.3,1.33,30.9,63,133,1.615,1.86,2025-11-13T11:04:37.298379
env_0279,Bengaluru,R001125,12.948004,77.557961,13.011434,77.57409,2025-11-14T07:00:00,2025-11-14T08:00:00,morning,Saturday,1.53,55,14.8,93.4,Clear,0,1.0,UnderConstruction,1.2,False,None,0,293.7,8.81,32.9,46,234,1.676,1.84,2025-11-13T11:04:37.298411
env_0280,Pune,R000783,18.564966,73.832435,18.533023,73.867134,2025-11-14T12:00:00,2025-11-14T13:00:00,afternoon,Sunday,1.2,51,20.3,76.2,Rain,2,0.88,Moderate,1.08,False,None,0,73.4,2.31,27.2,70,73,1.141,1.14,2025-11-13T11:04:37.298442
env_0281,Hyderabad,R000372,17.380939,78.51826,17.352611,78.493666,2025-11-14T11:00:00,2025-11-14T12:00:00,morning,Saturday,1.05,49,19.7,58.0,Clear,0,1.0,Moderate,1.08,True,Accident,18,77.3,2.07,35.6,46,235,1.35,1.47,2025-11-13T11:04:37.298474
env_0282,Chennai,R000282,13.105376,80.301499,13.093029,80.258488,2025-11-14T06:00:00,2025-11-14T07:00:00,morning,Monday,1.54,92,31.0,55.9,Rain,2,0.88,Good,1.0,False,None,0,181.9,5.39,22.1,90,77,1.326,1.36,2025-11-13T11:04:37.298504
env_0283,Chennai,R000694,13.117972,80.229197,13.046623,80.296667,2025-11-14T20:00:00,2025-11-14T21:00:00,evening,Sunday,0.95,52,33.4,61.0,Clear,0,1.0,Good,1.0,False,None,0,11.3,1.0,29.6,46,180,0.975,0.95,2025-11-13T11:04:37.298535
env_0284,Hyderabad,R000291,17.335121,78.459131,17.357668,78.475238,2025-11-14T17:00:00,2025-11-14T18:00:00,evening,Saturday,1.06,59,36.8,82.2,Fog,1,0.9,Good,1.0,False,None,0,71.2,1.84,25.9,44,207,0.983,0.95,2025-11-13T11:04:37.298578
env_0285,Mumbai,R000243,19.062049,72.92017,19.03448,72.832035,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Tuesday,1.19,52,30.2,80.6,Clear,0,1.0,Moderate,1.08,False,None,0,246.2,12.04,23.5,71,219,1.323,1.29,2025-11-13T11:04:37.298608
env_0286,Mumbai,R000544,19.107072,72.898831,19.033637,72.827918,2025-11-14T10:00:00,2025-11-14T11:00:00,morning,Sunday,1.39,50,14.5,70.1,Rain,2,0.88,UnderConstruction,1.2,False,None,0,38.4,1.68,32.2,49,73,1.366,1.47,2025-11-13T11:04:37.298639
